"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Fayette","Fayette","Fayette County","13113","GA","Georgia","33.4139","-84.4943","117828"
"Wayne","Wayne","Wayne County","37191","NC","North Carolina","35.3640","-78.0040","117692"
"Jefferson","Jefferson","Jefferson County","36045","NY","New York","44.0495","-75.9210","117634"
"Sheboygan","Sheboygan","Sheboygan County","55117","WI","Wisconsin","43.7212","-87.9454","117528"
"Lowndes","Lowndes","Lowndes County","13185","GA","Georgia","30.8338","-83.2677","117437"
"Missoula","Missoula","Missoula County","30063","MT","Montana","47.0365","-113.9237","117379"
"Wayne","Wayne","Wayne County","39169","OH","Ohio","40.8289","-81.8880","116858"
"Gallatin","Gallatin","Gallatin County","30031","MT","Montana","45.5404","-111.1704","116725"
"Windham","Windham","Windham County","09015","CT","Connecticut","41.8300","-71.9874","116503"
"Calhoun","Calhoun","Calhoun County","01015","AL","Alabama","33.7714","-85.8260","116425"
"Henderson","Henderson","Henderson County","37089","NC","North Carolina","35.3363","-82.4800","115613"
"Lycoming","Lycoming","Lycoming County","42081","PA","Pennsylvania","41.3434","-77.0645","114274"
"Flagler","Flagler","Flagler County","12035","FL","Florida","29.4614","-81.3136","113888"
"St. Mary's","St. Mary's","St. Mary's County","24037","MD","Maryland","38.3024","-76.6058","113209"
"Delaware","Delaware","Delaware County","18035","IN","Indiana","40.2275","-85.3969","112480"
"LaPorte","LaPorte","LaPorte County","18091","IN","Indiana","41.5460","-86.7400","112184"
"Ontario","Ontario","Ontario County","36069","NY","New York","42.8528","-77.2998","112060"
"Albemarle","Albemarle","Albemarle County","51003","VA","Virginia","38.0229","-78.5567","111438"
"Newton","Newton","Newton County","13217","GA","Georgia","33.5550","-83.8502","111262"
"Mercer","Mercer","Mercer County","42085","PA","Pennsylvania","41.3022","-80.2577","111216"
"Douglas","Douglas","Douglas County","41019","OR","Oregon","43.2797","-123.1665","110680"
"Androscoggin","Androscoggin","Androscoggin County","23001","ME","Maine","44.1658","-70.2065","110378"
"Hardin","Hardin","Hardin County","21093","KY","Kentucky","37.6979","-85.9634","110134"
"Terrebonne","Terrebonne","Terrebonne Parish","22109","LA","Louisiana","29.4148","-90.8663","110100"
"LaSalle","LaSalle","LaSalle County","17099","IL","Illinois","41.3440","-88.8859","109986"
"Craighead","Craighead","Craighead County","05031","AR","Arkansas","35.8308","-90.6328","109875"
"Cowlitz","Cowlitz","Cowlitz County","53015","WA","Washington","46.1932","-122.6810","109457"
"Warren","Warren","Warren County","34041","NJ","New Jersey","40.8572","-74.9973","109354"
"Hanover","Hanover","Hanover County","51085","VA","Virginia","37.7601","-77.4910","109232"
"Eaton","Eaton","Eaton County","26045","MI","Michigan","42.5961","-84.8383","108972"
"St. Lawrence","St. Lawrence","St. Lawrence County","36089","NY","New York","44.4964","-75.0691","108836"
"Pennington","Pennington","Pennington County","46103","SD","South Dakota","44.0037","-102.8238","108707"
"Madison","Madison","Madison County","28089","MS","Mississippi","32.6347","-90.0337","108248"
"Kankakee","Kankakee","Kankakee County","17091","IL","Illinois","41.1377","-87.8618","108104"
"Miami","Miami","Miami County","39109","OH","Ohio","40.0535","-84.2289","107899"
"Bartow","Bartow","Bartow County","13015","GA","Georgia","34.2377","-84.8404","107868"
"Bradley","Bradley","Bradley County","47011","TN","Tennessee","35.1541","-84.8596","107845"
"Yamhill","Yamhill","Yamhill County","41071","OR","Oregon","45.2326","-123.3081","107024"
"Cass","Cass","Cass County","29037","MO","Missouri","38.6470","-94.3549","106966"
"Matanuska-Susitna","Matanuska-Susitna","Matanuska-Susitna Borough","02170","AK","Alaska","62.3155","-149.5728","106807"
"Navajo","Navajo","Navajo County","04017","AZ","Arizona","35.3996","-110.3214","106609"
"Vigo","Vigo","Vigo County","18167","IN","Indiana","39.4306","-87.3900","106523"
"Houston","Houston","Houston County","01069","AL","Alabama","31.1532","-85.3025","106355"
"Walworth","Walworth","Walworth County","55127","WI","Wisconsin","42.6685","-88.5419","105945"
"Monongalia","Monongalia","Monongalia County","54061","WV","West Virginia","39.6303","-80.0466","105695"
"Carver","Carver","Carver County","27019","MN","Minnesota","44.8207","-93.8026","105694"
"Tompkins","Tompkins","Tompkins County","36109","NY","New York","42.4520","-76.4736","105638"
"Sumter","Sumter","Sumter County","45085","SC","South Carolina","33.9162","-80.3822","105537"
"Rockwall","Rockwall","Rockwall County","48397","TX","Texas","32.8978","-96.4079","105227"
"Eau Claire","Eau Claire","Eau Claire County","55035","WI","Wisconsin","44.7268","-91.2860","105206"
"Platte","Platte","Platte County","29165","MO","Missouri","39.3803","-94.7738","105189"
"Woodbury","Woodbury","Woodbury County","19193","IA","Iowa","42.3897","-96.0448","105102"
"Franklin","Franklin","Franklin County","29071","MO","Missouri","38.4111","-91.0750","104331"
"Macon","Macon","Macon County","17115","IL","Illinois","39.8600","-88.9616","104331"
"Bay","Bay","Bay County","26017","MI","Michigan","43.7074","-83.9922","104050"
"Fond du Lac","Fond du Lac","Fond du Lac County","55039","WI","Wisconsin","43.7536","-88.4883","103890"
"Adams","Adams","Adams County","42001","PA","Pennsylvania","39.8715","-77.2179","103782"
"Etowah","Etowah","Etowah County","01055","AL","Alabama","34.0453","-86.0348","103468"
"Flathead","Flathead","Flathead County","30029","MT","Montana","48.2951","-114.0497","103400"
"Cecil","Cecil","Cecil County","24015","MD","Maryland","39.5712","-75.9407","103370"
"Wicomico","Wicomico","Wicomico County","24045","MD","Maryland","38.3733","-75.6208","103223"
"Whitfield","Whitfield","Whitfield County","13313","GA","Georgia","34.8056","-84.9672","103076"
"Daviess","Daviess","Daviess County","21059","KY","Kentucky","37.7318","-87.0873","102488"
"Allen","Allen","Allen County","39003","OH","Ohio","40.7715","-84.1058","102462"
"Columbiana","Columbiana","Columbiana County","39029","OH","Ohio","40.7684","-80.7772","102331"
"Nevada","Nevada","Nevada County","06057","CA","California","39.3013","-120.7689","102090"
"Craven","Craven","Craven County","37049","NC","North Carolina","35.1249","-77.0939","101405"
"Limestone","Limestone","Limestone County","01083","AL","Alabama","34.8101","-86.9814","101217"
"Highlands","Highlands","Highlands County","12055","FL","Florida","27.3433","-81.3410","101174"
"DeKalb","DeKalb","DeKalb County","17037","IL","Illinois","41.8935","-88.7703","100922"
"Laramie","Laramie","Laramie County","56021","WY","Wyoming","41.3070","-104.6895","99905"
"Garland","Garland","Garland County","05051","AR","Arkansas","34.5768","-93.1504","99694"
"Roanoke","Roanoke","Roanoke City","51770","VA","Virginia","37.2785","-79.9580","99578"
"Lenawee","Lenawee","Lenawee County","26091","MI","Michigan","41.8951","-84.0664","99346"
"Montgomery","Montgomery","Montgomery County","51121","VA","Virginia","37.1743","-80.3872","99294"
"Sutter","Sutter","Sutter County","06101","CA","California","39.0346","-121.6948","99080"
"Maury","Maury","Maury County","47119","TN","Tennessee","35.6169","-87.0770","99011"
"Cleveland","Cleveland","Cleveland County","37045","NC","North Carolina","35.3341","-81.5555","98898"
"Hunt","Hunt","Hunt County","48231","TX","Texas","33.1236","-96.0855","98783"
"Dubuque","Dubuque","Dubuque County","19061","IA","Iowa","42.4688","-90.8825","98687"
"Moore","Moore","Moore County","37125","NC","North Carolina","35.3106","-79.4814","98618"
"Madison","Madison","Madison County","47113","TN","Tennessee","35.6081","-88.8385","98373"
"Floyd","Floyd","Floyd County","13115","GA","Georgia","34.2632","-85.2143","98210"
"Story","Story","Story County","19169","IA","Iowa","42.0362","-93.4650","98106"
"Sevier","Sevier","Sevier County","47155","TN","Tennessee","35.7847","-83.5242","98088"
"Putnam","Putnam","Putnam County","36079","NY","New York","41.4267","-73.7495","97960"
"Burleigh","Burleigh","Burleigh County","38015","ND","North Dakota","46.9774","-100.4687","97895"
"Grant","Grant","Grant County","53025","WA","Washington","47.2057","-119.4518","97874"
"Ashtabula","Ashtabula","Ashtabula County","39007","OH","Ohio","41.7074","-80.7483","97869"
"Lafourche","Lafourche","Lafourche Parish","22057","LA","Louisiana","29.5661","-90.4256","97677"
"Portsmouth","Portsmouth","Portsmouth City","51740","VA","Virginia","36.8468","-76.3540","97454"
"Marshall","Marshall","Marshall County","01095","AL","Alabama","34.3670","-86.3066","97179"
"Fairbanks North Star","Fairbanks North Star","Fairbanks North Star Borough","02090","AK","Alaska","64.8078","-146.5654","97149"
"Dallas","Dallas","Dallas County","19049","IA","Iowa","41.6849","-94.0398","96604"
"Roanoke","Roanoke","Roanoke County","51161","VA","Virginia","37.2693","-80.0680","96303"
"Sherburne","Sherburne","Sherburne County","27141","MN","Minnesota","45.4440","-93.7746","96295"
"Cape May","Cape May","Cape May County","34009","NJ","New Jersey","39.1496","-74.8002","95488"
"Walton","Walton","Walton County","13297","GA","Georgia","33.7816","-83.7339","95453"
"Geauga","Geauga","Geauga County","39055","OH","Ohio","41.4996","-81.1786","95408"
"Franklin","Franklin","Franklin County","53021","WA","Washington","46.5347","-118.8990","95313"
"Bastrop","Bastrop","Bastrop County","48021","TX","Texas","30.1036","-97.3120","94887"
"Benton","Benton","Benton County","41003","OR","Oregon","44.4918","-123.4293","94667"
"Lancaster","Lancaster","Lancaster County","45057","SC","South Carolina","34.6867","-80.7054","94653"
"Rogers","Rogers","Rogers County","40131","OK","Oklahoma","36.3715","-95.6043","94637"
"Nash","Nash","Nash County","37127","NC","North Carolina","35.9673","-77.9864","94628"
"Cabell","Cabell","Cabell County","54011","WV","West Virginia","38.4203","-82.2417","94622"
"Grand Traverse","Grand Traverse","Grand Traverse County","26055","MI","Michigan","44.6688","-85.5605","94562"
"Steuben","Steuben","Steuben County","36101","NY","New York","42.2678","-77.3838","94153"
"Pottawattamie","Pottawattamie","Pottawattamie County","19155","IA","Iowa","41.3366","-95.5423","93571"
"Lauderdale","Lauderdale","Lauderdale County","01077","AL","Alabama","34.9014","-87.6540","93342"
"Suffolk","Suffolk","Suffolk City","51800","VA","Virginia","36.6953","-76.6398","93268"
"Tuscarawas","Tuscarawas","Tuscarawas County","39157","OH","Ohio","40.4409","-81.4738","93025"
"Campbell","Campbell","Campbell County","21037","KY","Kentucky","38.9465","-84.3795","93023"
"Rockdale","Rockdale","Rockdale County","13247","GA","Georgia","33.6543","-84.0266","92983"
"Bowie","Bowie","Bowie County","48037","TX","Texas","33.4458","-94.4234","92957"
"Calvert","Calvert","Calvert County","24009","MD","Maryland","38.5434","-76.5687","92515"
"St. Croix","St. Croix","St. Croix County","55109","WI","Wisconsin","45.0340","-92.4526","92495"
"Madison","Madison","Madison County","21151","KY","Kentucky","37.7202","-84.2780","92194"
"Northumberland","Northumberland","Northumberland County","42097","PA","Pennsylvania","40.8520","-76.7095","91853"
"Mendocino","Mendocino","Mendocino County","06045","CA","California","39.4402","-123.3915","91534"
"Wayne","Wayne","Wayne County","36117","NY","New York","43.1566","-77.0294","91332"
"Victoria","Victoria","Victoria County","48469","TX","Texas","28.7964","-96.9715","91280"
"Ozaukee","Ozaukee","Ozaukee County","55089","WI","Wisconsin","43.3840","-87.9509","91029"
"Grafton","Grafton","Grafton County","33009","NH","New Hampshire","43.9407","-71.8208","91025"
"Rockingham","Rockingham","Rockingham County","37157","NC","North Carolina","36.3960","-79.7750","90903"
"St. Clair","St. Clair","St. Clair County","01115","AL","Alabama","33.7157","-86.3146","90412"
"Frederick","Frederick","Frederick County","51069","VA","Virginia","39.2046","-78.2626","90287"
"Liberty","Liberty","Liberty County","48291","TX","Texas","30.1516","-94.8122","89948"
"Dodge","Dodge","Dodge County","55027","WI","Wisconsin","43.4163","-88.7075","89274"
"Twin Falls","Twin Falls","Twin Falls County","16083","ID","Idaho","42.3560","-114.6672","89128"
"Lapeer","Lapeer","Lapeer County","26087","MI","Michigan","43.0901","-83.2218","88644"
"Nassau","Nassau","Nassau County","12089","FL","Florida","30.6107","-81.8017","88492"
"Burke","Burke","Burke County","37023","NC","North Carolina","35.7496","-81.7048","87829"
"Christian","Christian","Christian County","29043","MO","Missouri","36.9696","-93.1889","87824"
"Josephine","Josephine","Josephine County","41033","OR","Oregon","42.3655","-123.5555","87686"
"Elmore","Elmore","Elmore County","01051","AL","Alabama","32.5966","-86.1492","87146"
"Cullman","Cullman","Cullman County","01043","AL","Alabama","34.1319","-86.8676","87129"
"Dougherty","Dougherty","Dougherty County","13095","GA","Georgia","31.5335","-84.2164","86825"
"Angelina","Angelina","Angelina County","48005","TX","Texas","31.2548","-94.6119","86584"
"Bannock","Bannock","Bannock County","16005","ID","Idaho","42.6685","-112.2246","86362"
"Polk","Polk","Polk County","41053","OR","Oregon","44.9035","-123.4132","86347"
"Muskingum","Muskingum","Muskingum County","39119","OH","Ohio","39.9654","-81.9444","86346"
"Lawrence","Lawrence","Lawrence County","42073","PA","Pennsylvania","40.9912","-80.3347","86311"
"Island","Island","Island County","53029","WA","Washington","48.1630","-122.5481","85938"
"Lincoln","Lincoln","Lincoln County","37109","NC","North Carolina","35.4856","-81.2235","85670"
"Buchanan","Buchanan","Buchanan County","29021","MO","Missouri","39.6598","-94.8059","85545"
"Newport","Newport","Newport County","44005","RI","Rhode Island","41.5566","-71.2365","85525"
"Orange","Orange","Orange County","48361","TX","Texas","30.1213","-93.8939","85045"
"Orangeburg","Orangeburg","Orangeburg County","45075","SC","South Carolina","33.4390","-80.8003","84909"
"Jefferson","Jefferson","Jefferson County","55055","WI","Wisconsin","43.0208","-88.7759","84808"
"Wood","Wood","Wood County","54107","WV","West Virginia","39.2112","-81.5150","84678"
"Crawford","Crawford","Crawford County","42039","PA","Pennsylvania","41.6847","-80.1062","84495"
"Chemung","Chemung","Chemung County","36015","NY","New York","42.1413","-76.7600","84456"
"Glynn","Glynn","Glynn County","13127","GA","Georgia","31.2309","-81.5407","84373"
"Cascade","Cascade","Cascade County","30013","MT","Montana","47.3080","-111.3470","84178"
"Indiana","Indiana","Indiana County","42063","PA","Pennsylvania","40.6520","-79.0876","83620"
"Midland","Midland","Midland County","26111","MI","Michigan","43.6468","-84.3881","83467"
"Lee","Lee","Lee County","28081","MS","Mississippi","34.2899","-88.6804","83388"
"Howard","Howard","Howard County","18067","IN","Indiana","40.4836","-86.1170","83349"
"Rockingham","Rockingham","Rockingham County","51165","VA","Virginia","38.5120","-78.8758","83090"
"St. Landry","St. Landry","St. Landry Parish","22097","LA","Louisiana","30.5990","-92.0058","82999"
"Monroe","Monroe","Monroe County","12087","FL","Florida","25.3187","-81.1087","82244"
"Barrow","Barrow","Barrow County","13013","GA","Georgia","33.9932","-83.7127","82138"
"Talladega","Talladega","Talladega County","01121","AL","Alabama","33.3801","-86.1659","81850"
"Payne","Payne","Payne County","40119","OK","Oklahoma","36.0773","-96.9756","81817"
"Bartholomew","Bartholomew","Bartholomew County","18005","IN","Indiana","39.2060","-85.8976","81759"
"Bullitt","Bullitt","Bullitt County","21029","KY","Kentucky","37.9701","-85.6958","81729"
"Henderson","Henderson","Henderson County","48213","TX","Texas","32.2119","-95.8536","81717"
"Coryell","Coryell","Coryell County","48099","TX","Texas","31.3909","-97.7993","81692"
"Leavenworth","Leavenworth","Leavenworth County","20103","KS","Kansas","39.1993","-95.0380","81601"
"Lewis","Lewis","Lewis County","53041","WA","Washington","46.5778","-122.3927","81214"
"Manitowoc","Manitowoc","Manitowoc County","55071","WI","Wisconsin","44.1199","-87.8097","81103"
"Cape Girardeau","Cape Girardeau","Cape Girardeau County","29031","MO","Missouri","37.3840","-89.6845","81086"
"Caldwell","Caldwell","Caldwell County","37027","NC","North Carolina","35.9530","-81.5464","80705"
"Clearfield","Clearfield","Clearfield County","42033","PA","Pennsylvania","41.0000","-78.4742","80667"
"Wagoner","Wagoner","Wagoner County","40145","OK","Oklahoma","35.9611","-95.5212","80509"
"Yuba","Yuba","Yuba County","06115","CA","California","39.2690","-121.3513","80404"
"Kosciusko","Kosciusko","Kosciusko County","18085","IN","Indiana","41.2441","-85.8607","80151"
"Clinton","Clinton","Clinton County","36019","NY","New York","44.7462","-73.6782","80095"
"Bulloch","Bulloch","Bulloch County","13031","GA","Georgia","32.3968","-81.7432","79635"
"Floyd","Floyd","Floyd County","18043","IN","Indiana","38.3188","-85.9070","79594"
"Umatilla","Umatilla","Umatilla County","41059","OR","Oregon","45.5919","-118.7369","79509"
"Natrona","Natrona","Natrona County","56025","WY","Wyoming","42.9621","-106.7985","79382"
"Bedford","Bedford","Bedford County","51019","VA","Virginia","37.3152","-79.5242","79183"
"Lynchburg","Lynchburg","Lynchburg City","51680","VA","Virginia","37.4003","-79.1909","78973"
"Putnam","Putnam","Putnam County","47141","TN","Tennessee","36.1408","-85.4952","78955"
"Clinton","Clinton","Clinton County","26037","MI","Michigan","42.9437","-84.6015","78895"
"Wilson","Wilson","Wilson County","37195","NC","North Carolina","35.7051","-77.9187","78844"
"Hancock","Hancock","Hancock County","18059","IN","Indiana","39.8236","-85.7733","78616"
"Chelan","Chelan","Chelan County","53007","WA","Washington","47.8692","-120.6190","78508"
"Sullivan","Sullivan","Sullivan County","36105","NY","New York","41.7164","-74.7681","78230"
"Oconee","Oconee","Oconee County","45073","SC","South Carolina","34.7535","-83.0659","77932"
"Forrest","Forrest","Forrest County","28035","MS","Mississippi","31.1889","-89.2579","77743"
"James City","James City","James City County","51095","VA","Virginia","37.3288","-76.7789","77733"
"Cole","Cole","Cole County","29051","MO","Missouri","38.5054","-92.2816","77412"
"Cattaraugus","Cattaraugus","Cattaraugus County","36009","NY","New York","42.2486","-78.6788","77211"
"Ross","Ross","Ross County","39141","OH","Ohio","39.3376","-83.0570","77205"
"White","White","White County","05145","AR","Arkansas","35.2563","-91.7456","77075"
"Augusta","Augusta","Augusta County","51015","VA","Virginia","38.1644","-79.1338","76948"
"Clallam","Clallam","Clallam County","53009","WA","Washington","48.0493","-123.9280","76727"
"Anderson","Anderson","Anderson County","47001","TN","Tennessee","36.1185","-84.1985","76683"
"Cayuga","Cayuga","Cayuga County","36011","NY","New York","42.9175","-76.5545","76644"
"Walker","Walker","Walker County","48471","TX","Texas","30.7390","-95.5723","76506"
"Cheshire","Cheshire","Cheshire County","33005","NH","New Hampshire","42.9193","-72.2512","76473"
"Valencia","Valencia","Valencia County","35061","NM","New Mexico","34.7155","-106.8090","75992"
"Erie","Erie","Erie County","39043","OH","Ohio","41.3641","-82.6194","75560"
"Van Buren","Van Buren","Van Buren County","26159","MI","Michigan","42.2513","-86.0189","75550"
"Hancock","Hancock","Hancock County","39063","OH","Ohio","41.0019","-83.6665","75139"
"Chatham","Chatham","Chatham County","37037","NC","North Carolina","35.7026","-79.2553","75070"
"Vermilion","Vermilion","Vermilion County","17183","IL","Illinois","40.1834","-87.7328","74953"
"Raleigh","Raleigh","Raleigh County","54081","WV","West Virginia","37.7714","-81.2487","74929"
"Grays Harbor","Grays Harbor","Grays Harbor County","53027","WA","Washington","47.1503","-123.7735","74737"
"Scioto","Scioto","Scioto County","39145","OH","Ohio","38.8039","-82.9929","74392"
"Somerset","Somerset","Somerset County","42111","PA","Pennsylvania","39.9725","-79.0283","74331"
"Wood","Wood","Wood County","55141","WI","Wisconsin","44.4553","-90.0416","74107"
"Jackson","Jackson","Jackson County","13157","GA","Georgia","34.1339","-83.5664","73839"
"Lonoke","Lonoke","Lonoke County","05085","AR","Arkansas","34.7542","-91.8888","73824"
"Lauderdale","Lauderdale","Lauderdale County","28075","MS","Mississippi","32.4043","-88.6625","73756"
"Walton","Walton","Walton County","12131","FL","Florida","30.6436","-86.1697","73456"
"Kauai","Kauai","Kauai County","15007","HI","Hawaii","22.0398","-159.5966","73247"
"Putnam","Putnam","Putnam County","12107","FL","Florida","29.6087","-81.7443","73147"
"Grand Forks","Grand Forks","Grand Forks County","38035","ND","North Dakota","47.9219","-97.4569","73101"
"McKinley","McKinley","McKinley County","35031","NM","New Mexico","35.5807","-108.2618","72946"
"Lea","Lea","Lea County","35025","NM","New Mexico","32.7921","-103.4125","72743"
"Broomfield","Broomfield","Broomfield County","08014","CO","Colorado","39.9541","-105.0527","72697"
"Riley","Riley","Riley County","20161","KS","Kansas","39.2966","-96.7352","72602"
"Fauquier","Fauquier","Fauquier County","51061","VA","Virginia","38.7386","-77.8092","72416"
"Christian","Christian","Christian County","21047","KY","Kentucky","36.8942","-87.4904","72377"
"Pottawatomie","Pottawatomie","Pottawatomie County","40125","OK","Oklahoma","35.2066","-96.9484","72331"
"Robertson","Robertson","Robertson County","47147","TN","Tennessee","36.5255","-86.8706","72309"
"Creek","Creek","Creek County","40037","OK","Oklahoma","35.9026","-96.3709","71879"
"DeKalb","DeKalb","DeKalb County","01049","AL","Alabama","34.4598","-85.8041","71554"
"Surry","Surry","Surry County","37171","NC","North Carolina","36.4146","-80.6880","71439"
"Morgan","Morgan","Morgan County","18109","IN","Indiana","39.4816","-86.4462","71394"
"Tooele","Tooele","Tooele County","49045","UT","Utah","40.4488","-113.1311","71340"
"Franklin","Franklin","Franklin County","25011","MA","Massachusetts","42.5831","-72.5918","71085"
"Iberia","Iberia","Iberia Parish","22045","LA","Louisiana","29.8965","-91.7301","70518"
"Portage","Portage","Portage County","55097","WI","Wisconsin","44.4760","-89.5014","70378"
"Lewis and Clark","Lewis and Clark","Lewis and Clark County","30049","MT","Montana","47.1224","-112.3905","70340"
"Greene","Greene","Greene County","47059","TN","Tennessee","36.1753","-82.8458","69926"
"Boone","Boone","Boone County","18011","IN","Indiana","40.0508","-86.4687","69839"
"Ward","Ward","Ward County","38101","ND","North Dakota","48.2217","-101.5418","69686"
"York","York","York County","51199","VA","Virginia","37.2431","-76.5635","69635"
"Troup","Troup","Troup County","13285","GA","Georgia","33.0335","-85.0284","69483"
"Greenwood","Greenwood","Greenwood County","45047","SC","South Carolina","34.1537","-82.1259","69338"
"Columbia","Columbia","Columbia County","12023","FL","Florida","30.2242","-82.6215","69265"
"Klamath","Klamath","Klamath County","41035","OR","Oregon","42.6864","-121.6502","68899"
"Allegany","Allegany","Allegany County","24001","MD","Maryland","39.6214","-78.6976","68684"
"Harrison","Harrison","Harrison County","48203","TX","Texas","32.5481","-94.3715","68674"
"San Patricio","San Patricio","San Patricio County","48409","TX","Texas","28.0092","-97.5188","68600"
"Blue Earth","Blue Earth","Blue Earth County","27013","MN","Minnesota","44.0346","-94.0670","68575"
"Madison","Madison","Madison County","36053","NY","New York","42.9128","-75.6696","68466"
"Shiawassee","Shiawassee","Shiawassee County","26155","MI","Michigan","42.9537","-84.1467","68203"
"Jefferson","Jefferson","Jefferson County","05069","AR","Arkansas","34.2683","-91.9304","68199"
"Carteret","Carteret","Carteret County","37031","NC","North Carolina","34.8357","-76.6589","67944"
"Wise","Wise","Wise County","48497","TX","Texas","33.2159","-97.6545","67877"
"Walker","Walker","Walker County","13295","GA","Georgia","34.7356","-85.3010","67772"
"Lake","Lake","Lake County","06033","CA","California","39.0996","-122.7532","67749"
"Franklin","Franklin","Franklin County","37069","NC","North Carolina","36.0827","-78.2857","67598"
"Oldham","Oldham","Oldham County","21185","KY","Kentucky","38.3994","-85.4483","67586"
"Catoosa","Catoosa","Catoosa County","13047","GA","Georgia","34.9036","-85.1382","67579"
"Butler","Butler","Butler County","20015","KS","Kansas","37.7812","-96.8390","67404"
"McCracken","McCracken","McCracken County","21145","KY","Kentucky","37.0540","-88.7128","67394"
"Jones","Jones","Jones County","28067","MS","Mississippi","31.6226","-89.1688","67374"
"Otero","Otero","Otero County","35035","NM","New Mexico","32.6132","-105.7415","67298"
"Aroostook","Aroostook","Aroostook County","23003","ME","Maine","46.6589","-68.5989","67272"
"Williamson","Williamson","Williamson County","17199","IL","Illinois","37.7303","-88.9299","67271"
"St. Francois","St. Francois","St. Francois County","29187","MO","Missouri","37.8103","-90.4723","67168"
"Laurens","Laurens","Laurens County","45059","SC","South Carolina","34.4834","-82.0057","67148"
"Belmont","Belmont","Belmont County","39013","OH","Ohio","40.0158","-80.9885","67077"
"Muskogee","Muskogee","Muskogee County","40101","OK","Oklahoma","35.6161","-95.3795","66881"
"Grant","Grant","Grant County","18053","IN","Indiana","40.5158","-85.6547","66802"
"Rice","Rice","Rice County","27131","MN","Minnesota","44.3543","-93.2967","66795"
"Spalding","Spalding","Spalding County","13255","GA","Georgia","33.2609","-84.2841","66722"
"Wayne","Wayne","Wayne County","18177","IN","Indiana","39.8644","-85.0098","66588"
"Ionia","Ionia","Ionia County","26067","MI","Michigan","42.9451","-85.0746","66564"
"Apache","Apache","Apache County","04001","AZ","Arizona","35.3955","-109.4888","66473"
"Montcalm","Montcalm","Montcalm County","26117","MI","Michigan","43.3110","-85.1525","66430"
"Marquette","Marquette","Marquette County","26103","MI","Michigan","46.4313","-87.6416","66380"
"Wilkes","Wilkes","Wilkes County","37193","NC","North Carolina","36.2062","-81.1630","66335"
"Harrison","Harrison","Harrison County","54033","WV","West Virginia","39.2835","-80.3799","66222"
"Armstrong","Armstrong","Armstrong County","42005","PA","Pennsylvania","40.8121","-79.4646","65967"
"Crow Wing","Crow Wing","Crow Wing County","27035","MN","Minnesota","46.4825","-94.0709","65879"
"Adams","Adams","Adams County","17001","IL","Illinois","39.9879","-91.1885","65878"
"Chippewa","Chippewa","Chippewa County","55017","WI","Wisconsin","45.0694","-91.2799","65877"
"Warren","Warren","Warren County","36113","NY","New York","43.5610","-73.8460","65692"
"Isabella","Isabella","Isabella County","26073","MI","Michigan","43.6406","-84.8468","65623"
"Jefferson","Jefferson","Jefferson County","39081","OH","Ohio","40.3850","-80.7610","65620"
"Starr","Starr","Starr County","48427","TX","Texas","26.5621","-98.7387","65568"
"Marion","Marion","Marion County","39101","OH","Ohio","40.5872","-83.1609","65515"
"Sauk","Sauk","Sauk County","55111","WI","Wisconsin","43.4267","-89.9482","65428"
"Tehama","Tehama","Tehama County","06103","CA","California","40.1256","-122.2341","65345"
"Walker","Walker","Walker County","01127","AL","Alabama","33.8033","-87.2973","65194"
"Chaves","Chaves","Chaves County","35005","NM","New Mexico","33.3633","-104.4669","65014"
"Columbia","Columbia","Columbia County","42037","PA","Pennsylvania","41.0486","-76.4052","65013"
"Kershaw","Kershaw","Kershaw County","45055","SC","South Carolina","34.3388","-80.5902","64989"
"Clay","Clay","Clay County","27027","MN","Minnesota","46.8923","-96.4907","64975"
"Mason","Mason","Mason County","53045","WA","Washington","47.3484","-123.1927","64964"
"Nacogdoches","Nacogdoches","Nacogdoches County","48347","TX","Texas","31.6160","-94.6159","64822"
"Carbon","Carbon","Carbon County","42025","PA","Pennsylvania","40.9182","-75.7088","64792"
"Salem","Salem","Salem County","34033","NJ","New Jersey","39.5876","-75.3491","64752"
"Pulaski","Pulaski","Pulaski County","21199","KY","Kentucky","37.1039","-84.5773","64717"
"Coos","Coos","Coos County","41011","OR","Oregon","43.1742","-124.0594","64619"
"Rutherford","Rutherford","Rutherford County","37161","NC","North Carolina","35.4026","-81.9198","64592"
"Liberty","Liberty","Liberty County","13179","GA","Georgia","31.8282","-81.4949","64334"
"Hamblen","Hamblen","Hamblen County","47063","TN","Tennessee","36.2171","-83.2667","64184"
"Lamar","Lamar","Lamar County","28073","MS","Mississippi","31.2060","-89.5087","63610"
"Warrick","Warrick","Warrick County","18173","IN","Indiana","38.0922","-87.2721","63575"
"Effingham","Effingham","Effingham County","13103","GA","Georgia","32.3674","-81.3414","63448"
"Darlington","Darlington","Darlington County","45031","SC","South Carolina","34.3325","-79.9577","63433"
"Belknap","Belknap","Belknap County","33001","NH","New Hampshire","43.5179","-71.4227","63395"
"San Benito","San Benito","San Benito County","06069","CA","California","36.6057","-121.0750","63329"
"Pope","Pope","Pope County","05115","AR","Arkansas","35.4477","-93.0345","63234"
"Lincoln","Lincoln","Lincoln County","46083","SD","South Dakota","43.2789","-96.7218","63233"
"Georgetown","Georgetown","Georgetown County","45043","SC","South Carolina","33.4342","-79.3324","62992"
"Athens","Athens","Athens County","39009","OH","Ohio","39.3339","-82.0452","62933"
