Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Rabun County, Georgia",13241,"34.72 (31.65, 38.13)","38.14 (34.96, 41.18)","41.66 (38.93, 44.64)","48.00 (45.03, 51.35)","55.73 (52.26, 59.10)","60.37 (56.62, 64.28)","62.10 (58.38, 66.49)","66.90 (62.16, 72.01)","92.71 (71.09, 115.94)"
"Randolph County, Georgia",13243,"33.37 (29.73, 37.46)","36.36 (32.58, 40.53)","38.87 (35.26, 43.22)","43.82 (39.95, 48.08)","49.08 (44.54, 54.10)","52.19 (47.42, 57.12)","52.19 (47.23, 57.55)","53.12 (47.33, 59.27)","59.21 (39.18, 82.82)"
"Richmond County, Georgia",13245,"47.22 (44.80, 49.72)","51.39 (48.94, 53.62)","54.42 (52.10, 56.82)","58.83 (56.62, 61.38)","68.87 (66.26, 71.74)","68.25 (65.79, 70.95)","68.31 (65.58, 71.00)","66.23 (63.51, 69.08)","40.27 (31.19, 49.71)"
"Rockdale County, Georgia",13247,"47.86 (44.06, 51.82)","48.99 (45.76, 52.50)","48.10 (45.34, 50.99)","52.31 (49.48, 55.24)","57.96 (55.03, 61.04)","59.85 (56.86, 62.92)","58.42 (55.39, 61.41)","58.64 (55.65, 61.78)","22.52 (10.84, 36.16)"
"Schley County, Georgia",13249,"44.40 (39.12, 50.43)","45.09 (40.46, 50.41)","45.54 (40.89, 50.14)","50.91 (45.73, 55.96)","57.32 (50.79, 63.07)","53.78 (47.82, 59.67)","51.81 (45.69, 57.93)","54.43 (47.25, 61.19)","22.59 (1.81, 44.19)"
"Screven County, Georgia",13251,"37.91 (34.31, 41.81)","41.60 (37.87, 45.39)","45.29 (41.79, 49.00)","52.64 (49.01, 56.45)","59.62 (55.58, 63.99)","64.12 (59.84, 68.50)","65.79 (61.33, 70.83)","69.15 (63.86, 74.89)","82.40 (62.41, 104.75)"
"Seminole County, Georgia",13253,"42.30 (38.30, 46.79)","46.50 (42.46, 50.81)","50.44 (46.16, 54.80)","58.21 (53.63, 62.60)","66.49 (61.07, 71.44)","70.92 (65.57, 76.53)","71.44 (65.62, 77.29)","73.54 (66.68, 80.42)","73.87 (52.86, 96.54)"
"Spalding County, Georgia",13255,"46.48 (43.40, 49.64)","51.77 (48.54, 54.78)","56.66 (53.53, 59.84)","65.51 (62.19, 68.59)","75.83 (72.26, 79.28)","81.58 (77.95, 85.22)","82.85 (79.06, 86.81)","88.04 (83.28, 92.59)","89.40 (73.68, 107.68)"
"Stephens County, Georgia",13257,"29.14 (26.52, 31.94)","35.47 (32.83, 38.23)","42.28 (39.47, 45.19)","53.61 (50.39, 56.92)","66.24 (62.72, 69.95)","75.66 (71.73, 79.60)","82.90 (78.24, 87.47)","94.41 (88.53, 99.91)","223.99 (187.94, 263.48)"
"Stewart County, Georgia",13259,"40.16 (35.90, 44.61)","44.99 (40.78, 49.86)","48.70 (44.33, 53.14)","53.41 (48.78, 58.30)","58.53 (53.55, 63.95)","60.72 (55.10, 66.57)","59.80 (54.06, 65.70)","60.35 (53.94, 66.76)","50.28 (31.53, 71.54)"
"Sumter County, Georgia",13261,"34.93 (32.15, 37.85)","38.06 (35.25, 40.85)","41.25 (38.56, 43.98)","47.92 (45.10, 50.81)","54.45 (51.28, 57.68)","57.61 (54.22, 61.08)","58.09 (54.44, 61.83)","59.24 (54.96, 63.41)","69.62 (53.40, 88.38)"
"Talbot County, Georgia",13263,"40.73 (36.56, 45.74)","44.75 (40.24, 49.50)","47.87 (43.47, 52.39)","54.79 (50.06, 60.07)","63.58 (58.11, 69.01)","66.10 (60.30, 72.08)","63.88 (58.07, 69.97)","65.78 (59.50, 72.45)","61.49 (42.77, 83.57)"
"Taliaferro County, Georgia",13265,"41.62 (36.08, 48.10)","43.18 (37.82, 49.42)","44.92 (39.56, 51.22)","51.39 (45.06, 58.51)","57.42 (50.46, 65.44)","60.36 (52.69, 69.00)","58.34 (50.72, 66.73)","57.78 (49.02, 67.41)","38.82 (18.22, 61.01)"
"Tattnall County, Georgia",13267,"44.06 (40.78, 47.70)","49.46 (46.10, 52.88)","54.74 (51.57, 57.95)","64.46 (60.89, 68.01)","76.22 (72.19, 80.64)","80.64 (76.03, 85.47)","84.40 (78.85, 90.16)","85.94 (79.70, 92.38)","95.08 (73.39, 118.63)"
"Taylor County, Georgia",13269,"43.62 (39.05, 48.31)","48.01 (43.50, 52.78)","52.27 (47.94, 56.86)","59.50 (54.85, 64.10)","68.04 (62.85, 73.34)","70.01 (64.74, 75.79)","71.76 (66.33, 77.90)","73.27 (66.91, 79.70)","67.96 (48.21, 90.86)"
"Telfair County, Georgia",13271,"45.42 (41.27, 49.80)","49.77 (45.80, 53.89)","54.20 (50.23, 58.19)","61.93 (58.15, 66.31)","69.67 (65.76, 73.89)","73.87 (69.78, 78.33)","76.22 (71.81, 80.83)","78.37 (73.16, 84.19)","72.54 (51.93, 93.82)"
"Terrell County, Georgia",13273,"37.64 (33.95, 41.61)","41.31 (37.61, 45.41)","44.66 (41.20, 48.29)","52.35 (48.39, 56.63)","60.27 (55.87, 64.91)","65.33 (60.70, 70.28)","64.29 (59.31, 69.68)","66.54 (61.05, 72.67)","76.80 (55.61, 99.88)"
"Thomas County, Georgia",13275,"41.89 (38.70, 45.04)","43.53 (40.68, 46.33)","46.07 (43.44, 48.77)","51.34 (48.64, 54.31)","57.28 (54.11, 60.47)","56.91 (53.96, 60.12)","56.57 (53.28, 60.00)","54.70 (51.28, 58.34)","30.59 (18.20, 45.49)"
"Tift County, Georgia",13277,"40.94 (37.51, 44.27)","45.44 (42.37, 48.61)","49.08 (46.12, 52.28)","57.14 (53.83, 60.38)","65.86 (62.56, 69.38)","70.12 (66.34, 73.70)","72.61 (68.80, 76.57)","75.27 (70.65, 79.56)","83.88 (67.35, 104.15)"
"Toombs County, Georgia",13279,"46.21 (42.05, 50.30)","51.02 (47.28, 54.82)","55.96 (52.52, 59.57)","66.26 (62.35, 70.21)","77.72 (73.68, 82.20)","85.51 (81.45, 89.83)","88.30 (83.36, 93.36)","93.67 (88.09, 99.61)","102.69 (82.12, 129.31)"
"Towns County, Georgia",13281,"31.87 (28.50, 35.25)","34.40 (31.40, 37.60)","36.85 (33.95, 39.64)","42.11 (39.15, 45.08)","49.12 (46.06, 52.41)","51.87 (48.47, 55.27)","52.99 (49.10, 56.67)","56.40 (52.14, 61.14)","76.98 (53.76, 103.55)"
"Treutlen County, Georgia",13283,"46.34 (41.36, 51.30)","50.90 (46.23, 56.08)","55.94 (50.99, 60.97)","64.41 (59.13, 69.76)","76.15 (70.09, 81.97)","80.61 (74.34, 86.68)","83.88 (77.50, 91.23)","89.66 (81.40, 97.85)","93.47 (71.14, 120.92)"
"Troup County, Georgia",13285,"39.27 (36.61, 42.18)","42.82 (40.39, 45.60)","46.42 (44.08, 48.91)","52.63 (50.02, 55.45)","62.40 (59.49, 65.39)","64.93 (61.70, 68.33)","65.35 (61.85, 68.92)","69.07 (65.02, 73.30)","75.90 (60.30, 93.06)"
"Turner County, Georgia",13287,"41.69 (37.34, 46.35)","46.59 (42.24, 50.95)","52.39 (48.12, 56.87)","60.92 (56.47, 65.67)","71.56 (66.27, 77.17)","78.21 (73.05, 83.69)","80.83 (74.99, 86.96)","85.33 (78.45, 92.39)","104.69 (80.24, 131.23)"
"Twiggs County, Georgia",13289,"46.64 (41.75, 51.81)","49.95 (45.31, 54.95)","53.60 (48.86, 58.33)","59.62 (54.91, 64.63)","66.82 (61.75, 72.40)","67.09 (61.88, 72.60)","69.14 (63.29, 74.99)","71.45 (64.75, 77.67)","53.18 (34.65, 75.44)"
"Union County, Georgia",13291,"28.13 (25.53, 30.83)","31.68 (29.21, 34.29)","35.06 (32.65, 37.48)","41.22 (38.56, 43.89)","48.36 (45.51, 51.36)","51.26 (48.33, 54.38)","52.54 (49.57, 56.06)","54.42 (50.58, 58.33)","93.47 (71.63, 117.00)"
"Upson County, Georgia",13293,"49.74 (46.22, 53.57)","53.65 (50.04, 57.27)","57.89 (54.24, 61.37)","67.87 (64.36, 71.67)","79.07 (74.76, 83.31)","85.27 (80.78, 90.01)","88.00 (82.70, 93.33)","91.79 (86.44, 97.71)","84.52 (66.27, 102.88)"
"Walker County, Georgia",13295,"49.56 (46.59, 52.65)","54.35 (51.40, 57.55)","58.24 (55.28, 61.34)","66.54 (63.18, 69.99)","77.75 (74.32, 81.31)","80.96 (77.56, 84.75)","81.29 (77.40, 85.05)","89.56 (85.28, 94.27)","80.70 (66.25, 96.32)"
"Walton County, Georgia",13297,"36.23 (33.36, 39.26)","40.40 (37.73, 43.42)","45.19 (42.52, 47.81)","52.12 (49.24, 55.03)","60.40 (57.47, 63.67)","64.90 (61.81, 68.26)","70.78 (66.97, 74.50)","73.94 (69.54, 78.09)","104.07 (85.19, 125.63)"
"Ware County, Georgia",13299,"40.78 (37.69, 43.78)","47.64 (44.73, 50.71)","54.71 (51.69, 57.62)","64.64 (61.41, 67.85)","75.18 (71.68, 78.74)","85.51 (81.30, 89.78)","89.81 (85.18, 94.23)","94.54 (89.55, 100.26)","131.82 (110.50, 156.50)"
"Warren County, Georgia",13301,"42.63 (38.15, 47.33)","44.42 (40.02, 48.96)","46.35 (42.12, 50.51)","53.50 (48.86, 58.10)","62.74 (57.38, 67.85)","66.48 (60.88, 72.34)","66.72 (60.42, 72.81)","67.48 (61.15, 74.40)","58.29 (39.49, 80.19)"
"Washington County, Georgia",13303,"43.84 (39.95, 48.18)","46.34 (42.78, 50.24)","48.70 (45.33, 52.12)","54.53 (51.07, 58.30)","62.47 (58.60, 66.52)","64.11 (60.25, 68.04)","63.19 (58.98, 67.54)","63.19 (58.40, 68.03)","44.14 (27.48, 63.50)"
"Wayne County, Georgia",13305,"49.80 (45.48, 53.80)","53.38 (49.61, 57.51)","57.93 (54.29, 61.76)","66.49 (62.62, 70.61)","74.48 (70.04, 78.83)","80.61 (76.25, 85.47)","82.01 (77.10, 87.14)","84.32 (78.79, 89.94)","69.31 (52.39, 89.39)"
"Webster County, Georgia",13307,"37.80 (32.70, 43.45)","41.77 (36.71, 47.52)","44.88 (39.79, 50.54)","47.34 (41.73, 53.31)","50.17 (44.13, 56.71)","50.97 (44.24, 57.82)","49.24 (43.01, 56.27)","50.98 (43.89, 58.65)","34.87 (14.33, 59.96)"
"Wheeler County, Georgia",13309,"45.47 (40.47, 50.66)","47.14 (42.48, 52.18)","50.13 (45.27, 55.12)","57.17 (52.33, 62.30)","65.83 (59.85, 71.85)","68.48 (62.65, 74.49)","73.08 (66.61, 79.61)","75.89 (68.58, 83.65)","66.92 (46.04, 93.13)"
"White County, Georgia",13311,"34.35 (31.03, 37.88)","38.02 (34.82, 41.24)","41.66 (38.71, 44.91)","49.04 (45.69, 52.52)","57.04 (53.48, 60.68)","60.70 (57.31, 64.73)","63.59 (59.58, 67.75)","66.33 (61.45, 71.27)","93.11 (70.76, 118.56)"
"Whitfield County, Georgia",13313,"46.84 (43.48, 50.00)","50.36 (47.46, 53.56)","53.44 (50.59, 56.28)","60.09 (57.12, 62.89)","67.45 (64.35, 70.63)","70.00 (66.87, 73.27)","69.52 (66.32, 72.91)","72.31 (68.40, 76.01)","54.37 (41.19, 69.23)"
"Wilcox County, Georgia",13315,"49.19 (44.43, 54.37)","52.65 (48.19, 57.50)","57.47 (52.98, 62.15)","65.21 (60.50, 70.09)","75.76 (70.36, 81.42)","81.79 (75.79, 87.46)","82.30 (76.43, 88.51)","84.72 (77.86, 91.89)","72.24 (51.33, 96.10)"
"Wilkes County, Georgia",13317,"47.58 (43.17, 52.47)","50.11 (45.84, 54.81)","53.08 (49.08, 57.30)","58.33 (54.35, 62.66)","64.41 (59.94, 69.04)","64.62 (60.02, 69.32)","66.60 (61.61, 71.78)","68.28 (62.45, 73.99)","43.50 (26.65, 61.96)"
"Wilkinson County, Georgia",13319,"43.08 (38.97, 47.39)","47.51 (43.49, 51.92)","51.35 (47.01, 55.92)","59.09 (54.54, 63.74)","68.19 (62.94, 73.02)","71.61 (66.20, 77.37)","72.74 (67.10, 78.67)","78.92 (72.26, 85.55)","83.17 (63.54, 106.24)"
"Worth County, Georgia",13321,"40.98 (37.43, 44.74)","44.96 (41.32, 48.51)","48.80 (45.23, 52.08)","56.55 (52.80, 60.40)","64.13 (60.25, 67.94)","67.47 (63.19, 71.82)","67.81 (63.56, 72.10)","71.99 (66.90, 77.45)","75.68 (57.75, 95.85)"
Hawaii,15,"31.07 (29.53, 32.55)","31.47 (30.16, 32.81)","31.33 (30.08, 32.61)","33.53 (32.27, 34.89)","33.13 (31.90, 34.39)","30.91 (29.74, 32.12)","28.82 (27.80, 29.88)","27.76 (26.58, 28.96)","-10.64 (-16.40, -4.69)"
"Hawaii County, Hawaii",15001,"29.94 (27.54, 32.77)","30.78 (28.49, 33.02)","32.20 (30.20, 34.32)","33.27 (31.24, 35.35)","35.41 (33.42, 37.47)","34.09 (31.90, 36.20)","32.28 (30.06, 34.48)","31.89 (29.54, 34.21)","6.49 (-5.75, 20.17)"
"Honolulu County, Hawaii",15003,"31.40 (29.72, 33.18)","31.83 (30.30, 33.40)","31.23 (29.77, 32.71)","33.74 (32.18, 35.31)","32.44 (31.04, 33.79)","29.78 (28.45, 31.17)","27.53 (26.35, 28.71)","26.20 (24.91, 27.52)","-16.54 (-22.64, -10.09)"
"Kalawao County, Hawaii",15005,"28.61 (26.07, 31.33)","29.03 (26.75, 31.52)","30.68 (28.54, 32.93)","32.35 (30.26, 34.59)","34.32 (32.25, 36.34)","34.19 (31.94, 36.51)","32.33 (30.27, 34.58)","32.05 (29.60, 34.68)","12.03 (-1.79, 27.25)"
"Kauai County, Hawaii",15007,"33.28 (29.86, 37.13)","32.56 (29.84, 35.85)","32.16 (29.76, 34.76)","33.56 (31.02, 36.29)","34.94 (32.44, 37.57)","32.07 (29.66, 34.62)","29.97 (27.38, 32.53)","28.39 (25.67, 31.20)","-14.69 (-26.76, -0.97)"
"Maui County, Hawaii",15009,"28.61 (26.07, 31.33)","29.03 (26.75, 31.52)","30.68 (28.54, 32.93)","32.35 (30.26, 34.59)","34.32 (32.25, 36.34)","34.19 (31.94, 36.51)","32.33 (30.27, 34.58)","32.05 (29.60, 34.68)","12.03 (-1.79, 27.25)"
Idaho,16,"48.51 (46.97, 50.00)","50.59 (49.22, 51.93)","52.22 (50.99, 53.59)","56.76 (55.27, 58.33)","61.50 (59.93, 63.04)","61.44 (59.88, 63.06)","58.80 (57.24, 60.41)","58.60 (57.02, 60.46)","20.79 (16.30, 25.35)"
"Ada County, Idaho",16001,"51.12 (48.60, 53.78)","52.40 (49.94, 54.90)","54.27 (52.13, 56.72)","57.41 (55.00, 59.83)","60.12 (57.92, 62.38)","58.84 (56.43, 61.50)","54.26 (51.91, 56.53)","54.67 (52.18, 57.17)","6.95 (-0.63, 14.02)"
"Adams County, Idaho",16003,"39.64 (35.08, 44.73)","40.84 (36.37, 45.41)","41.96 (37.88, 46.54)","45.09 (40.99, 49.66)","47.98 (43.34, 52.86)","47.91 (43.24, 53.20)","45.49 (40.80, 50.70)","42.47 (37.69, 47.69)","7.15 (-7.34, 25.22)"
"Bannock County, Idaho",16005,"46.82 (43.85, 50.08)","49.18 (46.35, 51.95)","51.64 (48.87, 54.34)","56.77 (54.11, 59.60)","63.93 (61.12, 66.98)","65.90 (62.95, 69.19)","65.12 (62.03, 68.45)","65.33 (61.81, 68.88)","39.52 (27.88, 52.15)"
"Bear Lake County, Idaho",16007,"47.19 (42.57, 52.55)","48.61 (44.68, 53.41)","49.41 (45.52, 53.52)","53.91 (50.07, 58.22)","57.87 (53.49, 62.84)","61.64 (56.90, 66.93)","59.39 (54.49, 64.79)","60.05 (54.50, 66.16)","27.27 (10.44, 46.95)"
"Benewah County, Idaho",16009,"59.33 (53.62, 65.60)","62.35 (57.05, 67.53)","64.73 (59.88, 69.52)","73.44 (68.74, 78.63)","81.83 (76.44, 87.26)","83.54 (78.09, 89.41)","81.47 (75.56, 87.99)","80.37 (74.14, 87.01)","35.46 (19.38, 55.37)"
"Bingham County, Idaho",16011,"50.00 (46.41, 53.88)","51.31 (48.11, 54.49)","51.97 (49.19, 54.83)","56.86 (53.71, 59.96)","60.82 (57.57, 63.92)","60.93 (57.73, 64.20)","59.16 (55.85, 62.47)","58.80 (55.37, 62.39)","17.60 (6.71, 30.10)"
"Blaine County, Idaho",16013,"40.57 (37.06, 44.74)","40.30 (36.80, 43.73)","39.30 (36.47, 42.59)","41.54 (38.46, 44.64)","43.16 (40.09, 46.27)","42.29 (39.11, 45.42)","37.57 (34.83, 40.57)","36.49 (33.51, 39.56)","-10.05 (-20.21, 1.41)"
"Boise County, Idaho",16015,"44.81 (39.49, 50.38)","46.82 (41.70, 52.18)","47.87 (43.01, 52.61)","51.90 (46.84, 56.94)","54.58 (49.58, 59.59)","53.72 (48.91, 58.76)","49.56 (44.57, 54.71)","50.98 (45.61, 56.54)","13.78 (-1.22, 33.65)"
"Bonner County, Idaho",16017,"55.70 (51.71, 59.92)","55.44 (52.02, 59.05)","55.28 (52.12, 58.56)","56.89 (53.96, 59.91)","58.70 (55.57, 61.71)","57.82 (55.21, 60.95)","52.63 (49.72, 55.63)","50.02 (46.97, 53.14)","-10.20 (-18.96, -0.09)"
"Bonneville County, Idaho",16019,"49.01 (46.07, 52.57)","50.98 (48.29, 54.05)","52.23 (49.69, 54.91)","57.70 (55.04, 60.73)","61.62 (58.85, 64.52)","62.85 (60.25, 65.68)","61.11 (58.35, 63.96)","63.75 (60.65, 67.05)","30.06 (18.72, 41.76)"
"Boundary County, Idaho",16021,"51.67 (46.35, 57.42)","52.66 (47.95, 57.87)","53.73 (49.64, 58.12)","58.75 (54.46, 63.21)","64.68 (60.32, 69.66)","62.80 (58.60, 67.39)","60.01 (55.44, 64.94)","59.33 (54.31, 64.86)","14.83 (-1.25, 33.70)"
"Butte County, Idaho",16023,"55.56 (49.34, 62.71)","56.24 (50.38, 62.33)","55.96 (50.49, 61.77)","64.00 (57.76, 70.26)","66.67 (60.56, 73.43)","66.82 (60.16, 73.42)","62.69 (56.38, 69.57)","58.38 (51.38, 65.30)","5.07 (-9.40, 22.58)"
"Camas County, Idaho",16025,"50.16 (41.99, 60.69)","49.72 (42.28, 58.78)","47.98 (41.10, 55.83)","49.19 (42.47, 57.55)","50.66 (43.69, 59.34)","51.17 (43.24, 60.45)","48.54 (40.71, 57.68)","45.31 (37.51, 54.41)","-9.67 (-26.93, 11.42)"
"Canyon County, Idaho",16027,"40.23 (37.73, 42.55)","43.67 (41.39, 46.02)","46.33 (44.02, 48.54)","51.97 (49.73, 54.23)","58.29 (55.85, 60.99)","61.61 (59.15, 64.36)","62.11 (59.26, 64.93)","63.21 (60.28, 66.33)","57.12 (45.88, 69.25)"
"Caribou County, Idaho",16029,"45.55 (41.36, 50.37)","48.82 (44.65, 53.42)","51.23 (47.29, 55.75)","55.25 (51.19, 59.72)","60.57 (56.17, 65.20)","60.33 (55.96, 65.17)","59.02 (53.93, 64.28)","59.80 (54.41, 65.65)","31.31 (14.48, 50.47)"
"Cassia County, Idaho",16031,"46.51 (43.03, 50.31)","49.23 (46.04, 52.66)","51.20 (48.30, 54.18)","56.70 (53.42, 60.28)","62.18 (58.88, 65.56)","63.14 (59.36, 66.86)","59.99 (56.19, 63.70)","60.98 (56.79, 65.45)","31.11 (17.73, 46.98)"
"Clark County, Idaho",16033,"69.35 (58.37, 81.87)","68.73 (58.29, 80.96)","66.48 (56.70, 77.93)","69.40 (59.26, 81.39)","71.17 (61.42, 82.81)","72.83 (61.65, 85.66)","66.69 (56.05, 78.56)","64.39 (53.20, 76.97)","-7.15 (-22.90, 11.82)"
"Clearwater County, Idaho",16035,"56.96 (51.89, 62.31)","59.01 (54.48, 63.81)","61.32 (57.04, 65.73)","66.58 (62.33, 70.90)","71.49 (67.08, 75.88)","71.42 (67.25, 75.97)","69.64 (65.04, 74.30)","69.50 (64.47, 75.04)","22.03 (8.81, 38.81)"
"Custer County, Idaho",16037,"48.20 (42.85, 53.88)","50.49 (45.51, 55.50)","51.56 (47.01, 56.60)","54.11 (49.43, 59.27)","57.56 (52.67, 62.86)","57.71 (52.28, 63.36)","50.86 (45.94, 56.45)","48.74 (43.70, 54.15)","1.13 (-13.36, 16.70)"
"Elmore County, Idaho",16039,"55.86 (51.40, 60.60)","56.93 (52.63, 61.14)","57.40 (53.84, 61.17)","64.12 (60.32, 68.01)","68.02 (64.31, 72.25)","66.94 (62.89, 71.01)","66.04 (61.78, 70.14)","64.41 (59.90, 69.07)","15.30 (3.08, 29.18)"
"Franklin County, Idaho",16041,"33.16 (29.87, 36.49)","33.61 (30.73, 36.74)","33.79 (31.12, 36.46)","36.17 (33.42, 38.98)","37.81 (34.86, 40.74)","37.37 (34.23, 40.50)","36.19 (32.82, 39.72)","35.75 (32.02, 39.62)","7.80 (-5.99, 24.55)"
"Fremont County, Idaho",16043,"50.54 (46.03, 55.78)","49.80 (45.55, 53.95)","47.63 (44.18, 51.20)","50.59 (46.95, 54.48)","52.62 (48.84, 56.41)","50.42 (46.77, 54.43)","44.65 (41.35, 48.12)","42.27 (38.73, 46.12)","-16.37 (-26.56, -4.78)"
"Gem County, Idaho",16045,"47.92 (44.11, 51.96)","50.87 (47.12, 54.69)","53.53 (50.25, 57.14)","60.33 (56.81, 64.03)","67.20 (63.52, 71.05)","68.32 (64.42, 72.74)","66.35 (62.43, 70.70)","66.93 (62.43, 71.80)","39.68 (24.10, 55.34)"
"Gooding County, Idaho",16047,"53.04 (48.75, 58.05)","54.34 (50.38, 58.47)","55.82 (52.21, 59.77)","59.99 (56.38, 63.71)","64.35 (60.72, 68.57)","64.92 (61.21, 69.25)","61.12 (57.31, 65.24)","61.05 (56.70, 65.90)","15.10 (1.61, 29.85)"
"Idaho County, Idaho",16049,"47.96 (44.33, 51.86)","50.16 (46.82, 53.62)","51.46 (48.34, 54.65)","56.39 (53.25, 59.87)","60.92 (57.39, 64.51)","61.33 (57.75, 64.88)","57.59 (53.87, 61.00)","57.80 (53.57, 61.94)","20.54 (8.35, 34.60)"
"Jefferson County, Idaho",16051,"51.75 (47.25, 56.76)","51.39 (47.62, 55.75)","49.49 (46.23, 53.22)","52.29 (48.93, 55.76)","54.15 (50.88, 57.75)","51.93 (48.28, 55.52)","48.44 (45.10, 51.97)","48.15 (44.26, 52.38)","-6.94 (-18.55, 5.48)"
"Jerome County, Idaho",16053,"50.30 (45.97, 54.86)","52.54 (48.61, 56.57)","53.87 (50.39, 57.35)","60.93 (57.22, 64.65)","66.76 (62.97, 70.86)","69.29 (65.39, 73.48)","65.81 (61.69, 70.11)","64.30 (59.95, 68.90)","27.82 (13.82, 44.45)"
"Kootenai County, Idaho",16055,"53.12 (49.77, 56.50)","55.63 (52.50, 58.63)","57.55 (54.76, 60.49)","59.25 (56.77, 61.90)","66.36 (63.57, 69.31)","63.40 (60.66, 66.20)","60.49 (57.82, 63.17)","58.60 (55.94, 61.46)","10.30 (2.20, 19.53)"
"Latah County, Idaho",16057,"39.36 (36.31, 42.59)","41.74 (38.91, 44.97)","42.84 (40.21, 45.85)","47.62 (44.95, 50.53)","51.90 (48.91, 55.01)","51.43 (48.36, 54.54)","49.12 (45.85, 52.31)","47.69 (44.18, 51.19)","21.15 (8.05, 35.33)"
"Lemhi County, Idaho",16059,"56.87 (52.04, 62.44)","58.23 (53.92, 62.93)","58.50 (54.65, 62.56)","62.99 (58.93, 67.08)","67.83 (63.54, 72.62)","68.29 (63.73, 73.07)","64.86 (60.12, 69.56)","65.39 (60.59, 70.69)","14.98 (2.30, 30.26)"
"Lewis County, Idaho",16061,"60.66 (53.40, 68.26)","61.80 (56.11, 68.40)","60.99 (55.76, 66.16)","63.51 (58.61, 68.53)","64.37 (59.35, 69.59)","62.47 (57.38, 68.62)","58.58 (53.22, 64.52)","57.40 (51.29, 63.95)","-5.38 (-19.36, 11.62)"
"Lincoln County, Idaho",16063,"54.12 (47.90, 60.79)","56.74 (51.17, 63.02)","56.24 (51.03, 61.65)","62.26 (57.25, 68.31)","67.31 (61.95, 73.17)","63.80 (58.04, 69.95)","61.50 (55.43, 67.80)","62.96 (56.75, 69.92)","16.33 (-0.45, 35.10)"
"Madison County, Idaho",16065,"39.72 (35.91, 43.82)","39.63 (36.20, 43.16)","38.75 (35.65, 42.13)","40.30 (37.32, 43.57)","41.92 (38.66, 45.21)","39.28 (36.10, 42.59)","37.01 (33.65, 40.40)","34.98 (31.54, 38.77)","-11.93 (-24.13, 2.27)"
"Minidoka County, Idaho",16067,"43.32 (39.33, 47.62)","46.05 (42.63, 49.67)","46.44 (43.35, 49.56)","50.23 (47.19, 53.41)","54.18 (51.03, 57.39)","54.61 (51.29, 58.02)","53.43 (50.13, 57.22)","52.98 (48.79, 57.42)","22.31 (6.54, 39.85)"
"Nez Perce County, Idaho",16069,"52.83 (49.34, 56.41)","54.48 (51.47, 57.85)","55.56 (52.58, 58.51)","60.24 (57.27, 63.25)","65.28 (62.44, 68.45)","65.74 (62.75, 68.95)","64.01 (61.01, 67.39)","62.12 (58.53, 65.85)","17.59 (7.21, 28.98)"
"Oneida County, Idaho",16071,"41.51 (37.13, 46.37)","42.80 (38.69, 47.32)","42.79 (38.88, 47.24)","46.60 (42.46, 51.20)","50.23 (45.60, 55.03)","44.60 (39.98, 48.93)","45.70 (41.01, 50.77)","45.55 (40.51, 51.53)","9.73 (-5.17, 26.53)"
"Owyhee County, Idaho",16073,"51.92 (47.11, 56.95)","54.72 (50.37, 59.42)","56.26 (52.32, 60.68)","61.72 (57.48, 66.11)","65.68 (61.33, 70.31)","65.95 (61.51, 70.58)","64.43 (59.96, 69.27)","64.77 (59.66, 70.37)","24.75 (10.20, 42.05)"
"Payette County, Idaho",16075,"42.66 (39.05, 46.50)","45.16 (41.98, 48.56)","49.00 (46.08, 52.18)","55.98 (52.67, 59.62)","63.45 (59.87, 67.00)","66.38 (62.45, 70.44)","66.47 (62.40, 71.04)","67.12 (62.40, 72.15)","57.34 (40.05, 77.54)"
"Power County, Idaho",16077,"57.29 (51.63, 64.07)","59.98 (54.80, 65.93)","61.04 (56.10, 66.23)","67.31 (62.04, 72.93)","74.19 (68.44, 80.21)","73.98 (67.77, 80.34)","73.53 (67.03, 79.92)","72.89 (65.67, 80.63)","27.24 (9.74, 49.04)"
"Shoshone County, Idaho",16079,"54.55 (50.14, 59.02)","57.20 (53.29, 61.19)","60.49 (56.71, 64.28)","68.33 (64.31, 72.58)","74.90 (70.82, 78.99)","75.05 (70.43, 79.53)","74.88 (70.02, 79.44)","74.50 (69.23, 80.03)","36.56 (21.59, 53.01)"
"Teton County, Idaho",16081,"44.85 (38.67, 51.54)","43.58 (38.42, 49.09)","41.55 (36.93, 46.43)","41.64 (37.08, 46.46)","40.96 (36.46, 45.72)","38.14 (34.04, 42.88)","34.78 (30.67, 39.47)","32.80 (28.47, 37.47)","-26.87 (-38.50, -11.82)"
"Twin Falls County, Idaho",16083,"49.22 (46.44, 52.26)","52.73 (49.93, 55.84)","55.03 (52.43, 57.81)","63.21 (60.34, 66.24)","70.45 (67.02, 73.60)","72.38 (68.96, 75.80)","69.85 (66.59, 73.42)","71.96 (68.53, 75.73)","46.20 (35.46, 58.26)"
"Valley County, Idaho",16085,"43.54 (39.37, 48.19)","43.95 (40.21, 47.89)","44.37 (40.68, 47.97)","46.83 (42.91, 50.65)","49.50 (45.55, 53.33)","44.73 (41.18, 48.71)","40.41 (36.78, 44.24)","39.85 (35.97, 43.68)","-8.48 (-20.04, 3.68)"
