county,state,lat,long,distance_to_nearest_plant,name_of_nearest_plant
Tate,Mississippi,34.6503,-89.9448,156446.41590552148,Red Hills Generation Facility
Wells,Indiana,40.7292,-85.2212,106601.19628332228,Whitewater Valley Generating Station
Montgomery,Kentucky,38.0335,-83.9131,74465.92488171399,Spurlock power station
Scott,Mississippi,32.4064,-89.5376,111616.17700472673,Red Hills Generation Facility
Dinwiddie,Virginia,37.0759,-77.6323,40696.117157450346,Chesterfield power station
Fredericksburg,Virginia,38.2992,-77.4872,102090.10524148679,Chesterfield power station
Washington,Indiana,38.6,-86.1053,60279.69770230894,Trimble County Generating Station
Jackson,West Virginia,38.8345,-81.6748,26973.962276028695,Mountaineer Plant
Baker,Florida,30.3311,-82.2846,64183.01475605341,Deerhaven Generating Station
Bradford,Florida,29.95,-82.1687,29946.929551788777,Deerhaven Generating Station
Yazoo,Mississippi,32.7803,-90.3965,128316.91645995164,Red Hills Generation Facility
White,Georgia,34.6464,-83.7471,122399.6472750747,Plant Bowen
Monroe,Georgia,33.0139,-83.9187,11644.017540432344,Scherer Steam Generating Station
Peach,Georgia,32.5688,-83.8269,54541.04726693228,Scherer Steam Generating Station
Henderson,Tennessee,35.6542,-88.388,105215.0621922805,Cumberland Steam Plant
Union,Mississippi,34.4905,-89.0039,125186.50629630269,Red Hills Generation Facility
McDonough,Illinois,40.4562,-90.6779,85222.92946145694,Powerton Generating Station
Del Norte,California,41.7431,-123.8972,563154.8296218216,Centralia Power Plant
Jennings,Indiana,38.9969,-85.628,33942.89180732118,Clifty Creek Station
Henry,Ohio,41.3339,-84.0682,86335.90873248498,Monroe Power Plant
Currituck,North Carolina,36.4031,-76.0059,163940.58958529265,Chesterfield power station
Adams,Ohio,38.8455,-83.4721,34065.047491895355,Spurlock power station
Upson,Georgia,32.8813,-84.2994,50139.59883159716,Scherer Steam Generating Station
San Jacinto,Texas,30.5795,-95.1669,130277.51607956996,Parish Generating Station
Iroquois,Illinois,40.7473,-87.8243,85149.36617002697,Schahfer Generating Station
San Miguel,New Mexico,35.4805,-104.8158,250745.62238106393,Tolk Station
Logan,Kentucky,36.8597,-86.8789,67882.28635744075,Wilson Station
Orleans,Vermont,44.829,-72.2436,197608.813904761,Merrimack Station
Union,South Carolina,34.6895,-81.6191,59898.15172480547,James E. Rogers Energy Complex
Cibola,New Mexico,34.9125,-107.9998,122311.67786229886,Coronado Generating Station
Pike,Ohio,39.0773,-83.0668,77416.23119052553,Spurlock power station
Caddo,Oklahoma,35.1744,-98.3751,185634.04534111332,Sooner Generating Station
White,Tennessee,35.9264,-85.4552,84482.49641467861,Kingston Fossil Plant
Tillamook,Oregon,45.4637,-123.7127,158127.83495667338,Centralia Power Plant
Fluvanna,Virginia,37.8419,-78.2773,94016.79707586484,Chesterfield power station
West Baton Rouge,Louisiana,30.4636,-91.3127,29829.355637872683,Big Cajun II Power Plant
Mineral,West Virginia,39.4147,-78.9438,26353.58761369141,AES Warrior Run Generation Plant
Toombs,Georgia,32.1216,-82.3312,173289.0688714674,Scherer Steam Generating Station
Harlan,Kentucky,36.8569,-83.218,78736.73066025661,Virginia City Hybrid Energy Center
Marlboro,South Carolina,34.602,-79.6786,122294.6540611599,Wateree Station
Carroll,Ohio,40.5796,-81.0897,39162.26292297561,Sammis Plant
Carter,Kentucky,38.3182,-83.0495,79257.00402311284,Spurlock power station
De Soto,Louisiana,32.0554,-93.7373,81799.37606179895,Martin Lake Steam Station
Woodford,Kentucky,38.0424,-84.7436,28324.086774248648,E.W. Brown Generating Station
Gillespie,Texas,30.3181,-98.9465,127248.52577762559,J. K. Spruce Station
Hardin,Tennessee,35.1987,-88.1845,140678.0873890805,Cumberland Steam Plant
Boone,Iowa,42.0365,-93.9316,155097.13541963187,Ottumwa Generating Station
Lewis,New York,43.7851,-75.4486,317823.9614618401,Montour Steam Station
Stephens,Georgia,34.554,-83.2932,157101.67913673804,Plant Bowen
Geneva,Alabama,31.095,-85.8391,207329.91217447838,Barry Steam Plant
Wasco,Oregon,45.16,-121.1679,220479.98474244768,Centralia Power Plant
Ashe,North Carolina,36.4341,-81.5003,92148.4677582725,Virginia City Hybrid Energy Center
King George,Virginia,38.2733,-77.1572,100759.25113165879,Chesterfield power station
Juneau,Wisconsin,43.9246,-90.1138,74126.5825233072,Columbia Energy Center
Oceana,Michigan,43.6409,-86.2676,81349.96454159103,Campbell Generating Plant
Cass,Nebraska,40.9097,-96.1409,39482.64696385149,Walter Scott Jr. Energy Center
Decatur,Indiana,39.307,-85.5011,63518.77711924525,Clifty Creek Station
Clay,Indiana,39.3928,-87.1158,49531.10143979512,Merom Generating Station
Mille Lacs,Minnesota,45.938,-93.6301,65426.513599536855,Sherburne County Plant
Wyoming,Pennsylvania,41.5184,-76.0164,73758.8023078961,Montour Steam Station
Grayson,Kentucky,37.4608,-86.3439,65180.82027252389,Wilson Station
Sunflower,Mississippi,33.6023,-90.5886,129777.66760196607,Red Hills Generation Facility
Union,Oregon,45.3102,-118.0088,408210.5021402134,Centralia Power Plant
Dawson,Georgia,34.4443,-84.1706,77570.05346981304,Plant Bowen
Charlevoix,Michigan,45.3014,-85.1259,210821.85846039673,Karn Generating Plant
Grady,Georgia,30.8747,-84.2345,216398.93736160954,Deerhaven Generating Station
Simpson,Mississippi,31.9132,-89.9195,175063.49094749076,Red Hills Generation Facility
Dickinson,Michigan,46.0092,-87.8703,189133.85333823954,Weston Power Plant
Franklin,Kansas,38.5645,-95.2859,49303.52236522682,Lawrence Energy Center
Garvin,Oklahoma,34.7046,-97.3093,195541.10020102505,Sooner Generating Station
Taylor,Kentucky,37.3665,-85.3279,71673.67584264012,E.W. Brown Generating Station
Edgefield,South Carolina,33.7722,-81.9664,97813.87125450332,Cope Station
Russell,Virginia,36.9339,-82.0954,21688.102628264864,Virginia City Hybrid Energy Center
Lamoille,Vermont,44.607,-72.6419,188246.2740208168,Merrimack Station
Montezuma,Colorado,37.3386,-108.5966,61192.59274415689,San Juan Generating Station
McNairy,Tennessee,35.1755,-88.5636,157970.73102339634,Cumberland Steam Plant
Elbert,Colorado,39.2866,-104.1359,87833.43098348602,Ray Nixon Power Plant
Brown,Minnesota,44.2421,-94.7276,142494.5971282248,Sherburne County Plant
Montgomery,North Carolina,35.3325,-79.9055,100248.8141370315,Marshall Steam Station
Johnson,Arkansas,35.5697,-93.4601,115321.0053450332,River Valley power station
Morehouse,Louisiana,32.8202,-91.8018,179942.711005448,Brame Energy power station
Hart,Georgia,34.3509,-82.9642,146003.64024200104,James E. Rogers Energy Complex
Barton,Kansas,38.479,-98.7565,203400.39913126035,Holcomb Station
Lawrence,South Dakota,44.3586,-103.7923,127207.30038274193,Neil Simpson Power Plants
Mason,West Virginia,38.7697,-82.0266,18483.760542025168,Kyger Creek Station
Benton,Iowa,42.0802,-92.0657,35856.30458353506,Archer Daniels Midland Cedar Rapids Power Plant
Cheboygan,Michigan,45.4463,-84.4999,207246.86080768477,Karn Generating Plant
Hardee,Florida,27.4927,-81.81,67410.64863613402,Big Bend Station
Hardeman,Tennessee,35.2068,-88.9931,153945.48577245892,New Madrid Power Plant
Plymouth,Iowa,42.7378,-96.2141,47781.39397316036,George Neal Station North
Lyon,Minnesota,44.4135,-95.839,112373.60123861641,Big Stone Power Plant
Lauderdale,Tennessee,35.7605,-89.6305,83921.12066625671,New Madrid Power Plant
Staunton,Virginia,38.1593,-79.0611,116936.39499093508,Mount Storm power station
Gladwin,Michigan,43.9907,-84.3883,58588.14518127052,Karn Generating Plant
Adair,Missouri,40.1906,-92.6007,70895.32127256469,Thomas Hill Energy Center
Salem,Virginia,37.2864,-80.0554,111406.7665400687,Belews Creek Steam Station
Posey,Indiana,38.0218,-87.8685,13247.447160455748,A.B. Brown Generating Station
Luna,New Mexico,32.1822,-107.7498,202843.99823518406,Apache Generating Station
Iosco,Michigan,44.3559,-83.6359,81098.81952855372,Karn Generating Plant
Barbour,Alabama,31.8696,-85.3932,174419.9909648493,Wansley Plant
Audrain,Missouri,39.2157,-91.8416,78167.55156024877,Thomas Hill Energy Center
Fannin,Georgia,34.8641,-84.3198,98742.07203303237,Plant Bowen
Todd,Minnesota,46.0706,-94.8976,109386.91096725002,Sherburne County Plant
Pottawatomie,Kansas,39.379,-96.3424,22028.95741581022,Jeffrey Energy Center
Churchill,Nevada,39.5809,-118.3358,176090.31733645746,North Valmy Station
Prentiss,Mississippi,34.6183,-88.5201,152139.34863645947,Red Hills Generation Facility
Otsego,Michigan,45.0214,-84.599,164774.4368403573,Karn Generating Plant
Cherokee,Alabama,34.1759,-85.6038,63233.96672080211,Plant Bowen
Jackson,Oklahoma,34.588,-99.4148,227215.46531656818,Harrington Station
Macon,Tennessee,36.532,-86.0073,42696.93502649271,Gallatin Fossil Plant
Butts,Georgia,33.2879,-83.9572,28873.57598338798,Scherer Steam Generating Station
Manistee,Michigan,44.333,-86.0568,148918.06011522078,Edgewater Generating Station
Payette,Idaho,44.0068,-116.7608,348627.7527429422,North Valmy Station
Uvalde,Texas,29.3573,-99.762200000000007,140069.9489490322,J. K. Spruce Station
Grant,Kentucky,38.6488,-84.6246,34523.378200011095,East Bend Generating Station
Washington,Florida,30.6106,-85.6653,228506.70865451358,Barry Steam Plant
Routt,Colorado,40.4851,-106.9913,16481.1832564444,Hayden Station
Chattooga,Georgia,34.475,-85.3453,55009.632345412465,Plant Bowen
Milam,Texas,30.7863,-96.9768,43312.32130228189,Major Oak power station
Randolph,Missouri,39.4401,-92.4971,17425.79369983404,Thomas Hill Energy Center
Texas,Missouri,37.3173,-91.9651,127760.59828007355,John Twitty Energy Center
Bremer,Iowa,42.7746,-92.3181,107800.48937369138,Archer Daniels Midland Cedar Rapids Power Plant
Hickman,Tennessee,35.8032,-87.4733,67057.39735029876,Cumberland Steam Plant
Cleburne,Arkansas,35.5382,-92.0267,58192.597250717656,Independence Steam Station
Somerset,Maryland,38.1158,-75.7518,69052.93636716508,Indian River power station
Yates,New York,42.6335,-77.1055,177508.89642746942,Montour Steam Station
Nicholas,West Virginia,38.2917,-80.7993,91861.43862374901,Amos Plant
Randolph,Indiana,40.1576,-85.0114,40688.62431640414,Whitewater Valley Generating Station
Bell,Kentucky,36.7306,-83.6741,87066.15365895585,Cooper power station
Rowan,Kentucky,38.1963,-83.4211,65753.31718665638,Spurlock power station
Miller,Missouri,38.2145,-92.4284,144215.33064979094,Labadie power station
Marion,Mississippi,31.2309,-89.8224,143633.84879482907,Daniel Generating Plant
Teller,Colorado,38.8824,-105.1617,48169.61477079657,Ray Nixon Power Plant
White,Indiana,40.7498,-86.8655,53479.751125310584,Schahfer Generating Station
Waushara,Wisconsin,44.1131,-89.2429,71131.53254501156,Columbia Energy Center
Cassia,Idaho,42.2839,-113.6001,255452.69003446036,Naughton Power Plant
Fayette,Texas,29.8768,-96.9198,16900.712445423655,Fayette Power Project
Abbeville,South Carolina,34.2226,-82.4593,127390.41150875407,James E. Rogers Energy Complex
Lincoln,Kentucky,37.4554,-84.6608,37243.8135868557,E.W. Brown Generating Station
Goochland,Virginia,37.7221,-77.9158,60323.200907206185,Chesterfield power station
Crook,Oregon,44.1422,-120.3566,350173.6833055277,Centralia Power Plant
Scott,Indiana,38.6851,-85.7475,29173.31137974499,Clifty Creek Station
George,Mississippi,30.8626,-88.644,37514.881577427965,Daniel Generating Plant
Shelby,Texas,31.7924,-94.145,65585.77431486222,Martin Lake Steam Station
Jefferson,Oregon,44.6294,-121.176,270189.60902883956,Centralia Power Plant
Burke,Georgia,33.0611,-82.0007,96377.1945815965,Cope Station
Union,Georgia,34.8341,-83.9907,116055.22802889172,Plant Bowen
Aransas,Texas,28.1249,-96.9934,68661.68934276835,Coleto Creek power station
Jerome,Idaho,42.6899,-114.2639,286629.0956267676,TS Power Plant
Dawson,Nebraska,40.8699,-99.8196,113639.16652008943,Gerald Gentleman Station
Fairfax,Virginia,38.8531,-77.2998,75416.61094844027,Brandon Shores Generating Station
Upshur,West Virginia,38.8979,-80.2334,54810.516548700325,Harrison power station
Hood River,Oregon,45.519,-121.6511,166095.03836341057,Centralia Power Plant
Saline,Illinois,37.7531,-88.5407,39259.68719979426,Marion Plant
Blaine,Idaho,43.4119,-113.9802,332887.4964387486,Naughton Power Plant
Itawamba,Mississippi,34.28,-88.3613,127854.36608789765,Red Hills Generation Facility
Ohio,Kentucky,37.4782,-86.8489,20728.245053489412,Wilson Station
Mingo,West Virginia,37.7264,-82.1347,87287.64834317012,Amos Plant
Seminole,Oklahoma,35.1675,-96.6155,137371.30925395506,Muskogee Generating Station
Washington,Missouri,37.9617,-90.8774,57122.20897141748,Rush Island power station
Page,Virginia,38.6194,-78.4844,93502.47257981787,Mount Storm power station
Iowa,Wisconsin,43.0005,-90.1354,79232.24430046018,Columbia Energy Center
Winston,Alabama,34.1492,-87.3737,64182.52113816299,Miller Steam Plant
Anderson,Kentucky,38.0039,-84.991,34177.648812885986,E.W. Brown Generating Station
St. Francis,Arkansas,35.022,-90.7478,94328.24238944061,Independence Steam Station
Juniata,Pennsylvania,40.5311,-77.4022,77073.04767955771,Brunner Island power station
Plaquemines,Louisiana,29.4406,-89.61,158041.33070319006,Daniel Generating Plant
Menominee,Michigan,45.5801,-87.5566,182984.85051319256,Weston Power Plant
Roscommon,Michigan,44.3356,-84.6116,98758.80371544044,Karn Generating Plant
Antrim,Michigan,44.9991,-85.1402,182948.35139131782,Karn Generating Plant
Fayette,Indiana,39.64,-85.1788,30251.750780840113,Whitewater Valley Generating Station
Grainger,Tennessee,36.2763,-83.5096,64738.343547651966,Bull Run Fossil Plant
Clarke,Alabama,31.6767,-87.8308,76208.09366938418,Barry Steam Plant
Teton,Wyoming,43.9346,-110.5898,241700.26196812556,Naughton Power Plant
Saline,Missouri,39.1368,-93.2018,67030.79928140777,Thomas Hill Energy Center
Starke,Indiana,41.2809,-86.6476,32337.728876575708,Schahfer Generating Station
Meeker,Minnesota,45.1231,-94.5274,57142.68504369634,Sherburne County Plant
McDonald,Missouri,36.6287,-94.3483,44244.39695375496,Flint Creek Power Plant
Franklin,Georgia,34.3754,-83.2291,155386.0615383688,Scherer Steam Generating Station
Curry,Oregon,42.4576,-124.1568,488641.64081541187,Centralia Power Plant
Hampshire,West Virginia,39.3171,-78.6141,32919.70083147423,AES Warrior Run Generation Plant
Yankton,South Dakota,43.009,-97.3948,112523.1168956835,George Neal Station North
Poinsett,Arkansas,35.574,-90.663,68446.03829184613,Independence Steam Station
Tattnall,Georgia,32.0458,-82.0581,175069.7177359593,Cope Station
Crawford,Missouri,37.9764,-91.3039,76733.6554682936,Labadie power station
Allen,Louisiana,30.653,-92.828,60237.47875304302,Roy S. Nelson Generating Plant
Ray,Missouri,39.3523,-93.9899,48780.30262480603,Hawthorn Station
Hopewell,Virginia,37.2915,-77.2985,12587.509100242096,Chesterfield power station
Pacific,Washington,46.5557,-123.7041,68537.40021697088,Centralia Power Plant
Columbia,Arkansas,33.2143,-93.2273,72807.29468470433,John W. Turk Jr. Power Plant
Osceola,Michigan,43.9898,-85.3252,125393.5435577249,Karn Generating Plant
Ouachita,Arkansas,33.5934,-92.8819,86511.86697721669,John W. Turk Jr. Power Plant
Vilas,Wisconsin,46.0529,-89.5148,133251.8421561888,Weston Power Plant
Johnson,Kentucky,37.8466,-82.8315,111938.9061552296,Virginia City Hybrid Energy Center
Caswell,North Carolina,36.3932,-79.3335,25505.075472451652,Roxboro Steam Plant
Franklin,Indiana,39.4149,-85.0602,40195.989988234964,Miami Fort Station
Emanuel,Georgia,32.5897,-82.3017,146536.64601802692,Cope Station
Rockbridge,Virginia,37.8145,-79.4473,123822.79646499599,Clover power station
Brooke,West Virginia,40.2739,-80.5765,6414.68887595214,Cardinal Plant
Sumner,Kansas,37.2373,-97.4765,94751.11552826273,Sooner Generating Station
Panola,Texas,32.1624,-94.3056,27208.591542573053,Martin Lake Steam Station
Washington,Iowa,41.3356,-91.7179,52323.47073785782,Louisa Generating Station
New Kent,Virginia,37.5052,-76.9974,36635.58445786513,Chesterfield power station
Lee,Virginia,36.7054,-83.1286,74386.43812435953,Virginia City Hybrid Energy Center
Klickitat,Washington,45.8738,-120.7891,187043.0163177133,Centralia Power Plant
Mercer,Kentucky,37.811,-84.8745,14398.267085952193,E.W. Brown Generating Station
Bibb,Alabama,32.9986,-87.1265,67948.94235121518,Gaston Steam Plant
Anson,North Carolina,34.9738,-80.1027,86011.60384379307,G.G. Allen Steam Plant
Sabine,Louisiana,31.564,-93.5547,81527.59011404584,Brame Energy power station
Overton,Tennessee,36.345,-85.2881,85052.40309912588,Kingston Fossil Plant
Meigs,Ohio,39.0822,-82.0229,14504.33583474964,Mountaineer Plant
Beckham,Oklahoma,35.2687,-99.682,187916.53744349943,Harrington Station
Houston,Texas,31.3177,-95.4227,79857.67992490878,Limestone Generating Station
Asotin,Washington,46.1918,-117.203,438645.52166280657,Centralia Power Plant
Limestone,Texas,31.5455,-96.5805,33942.87601732655,Limestone Generating Station
Leelanau,Michigan,44.9385,-85.812,203136.48881986062,Edgewater Generating Station
Grant,Louisiana,31.5997,-92.5595,27054.267567283365,Brame Energy power station
Nobles,Minnesota,43.6742,-95.7534,158302.3172801187,George Neal Station North
Seward,Kansas,37.1933,-100.8513,82549.67497099217,Holcomb Station
Martin,North Carolina,35.8432,-77.1092,172629.09368653563,Chesterfield power station
Waynesboro,Virginia,38.0674,-78.9014,129703.78005759488,Mount Storm power station
Mahaska,Iowa,41.3352,-92.6409,27340.6372462093,Ottumwa Generating Station
Boone,West Virginia,38.023,-81.7112,51010.78017376668,Amos Plant
Hertford,North Carolina,36.3591,-76.982,119116.34551206909,Chesterfield power station
Saunders,Nebraska,41.2264,-96.6374,26748.56240189481,Lon Wright Power Plant
Jo Daviess,Illinois,42.3658,-90.2126,60521.04536474789,Archer Daniels Midland Clinton Power Plant
Randolph,Alabama,33.2938,-85.4591,41715.47127478763,Wansley Plant
Mitchell,Georgia,31.2253,-84.1943,206738.95866050944,Scherer Steam Generating Station
Wyandot,Ohio,40.8424,-83.3044,116440.1966394238,Monroe Power Plant
Prince Edward,Virginia,37.2243,-78.4411,45812.37610386824,Clover power station
Henry,Missouri,38.3852,-93.7928,74649.86455891212,La Cygne Generating Station
Tippah,Mississippi,34.7684,-88.9089,157054.35848149698,Red Hills Generation Facility
Putnam,Georgia,33.3218,-83.3728,49796.131639209314,Scherer Steam Generating Station
Scott,Tennessee,36.4285,-84.5035,54930.310626762526,Bull Run Fossil Plant
Coahoma,Mississippi,34.23,-90.6018,143114.02928834467,White Bluff Generating Plant
Letcher,Kentucky,37.1212,-82.8553,51256.753850239606,Virginia City Hybrid Energy Center
Colusa,California,39.1775,-122.237,473375.33145509515,North Valmy Station
Logan,Colorado,40.7247,-103.1101,73957.77710828288,Pawnee Station
Taylor,Florida,30.047,-83.6035,121646.49604460776,Deerhaven Generating Station
McDuffie,Georgia,33.4828,-82.4814,132080.2740402171,Scherer Steam Generating Station
Gage,Nebraska,40.2619,-96.6894,33980.53957594519,Sheldon Station
Stutsman,North Dakota,46.9793,-98.9588,171757.0058774092,Milton R. Young Station
Hockley,Texas,33.6076,-102.3432,67386.29181849735,Tolk Station
Grenada,Mississippi,33.7699,-89.8019,69580.48124288156,Red Hills Generation Facility
Wyoming,West Virginia,37.6096,-81.5492,98921.09233590474,Amos Plant
Scott,Virginia,36.7143,-82.6029,32708.347079204454,Virginia City Hybrid Energy Center
Nodaway,Missouri,40.3608,-94.8834,80783.38154147679,Nebraska City Station
Clark,Arkansas,34.051,-93.1764,73642.3017128396,John W. Turk Jr. Power Plant
Jersey,Illinois,39.0855,-90.3565,19859.63859347924,Sioux Power Plant
Fayette,Illinois,39.0002,-89.0241,65132.16373175493,Newton power station
Moore,Texas,35.8377,-101.893,61178.78220233531,Harrington Station
Sevier,Utah,38.7478,-111.8044,82155.33405374522,Hunter Power Plant
Leake,Mississippi,32.7535,-89.524,74717.73662600614,Red Hills Generation Facility
Texas,Oklahoma,36.7479,-101.4901,139063.6997274727,Holcomb Station
Lampasas,Texas,31.1962,-98.2415,126059.72699242037,Sandy Creek Plant
Wabasha,Minnesota,44.2843,-92.2303,25530.644229568967,John Madgett Station
Gray,Texas,35.4012,-100.8126,85716.08763008688,Harrington Station
Minidoka,Idaho,42.8543,-113.6375,278637.3597863349,Naughton Power Plant
Newton,Mississippi,32.4002,-89.1188,108636.6173954501,Red Hills Generation Facility
Assumption,Louisiana,29.9024,-91.0608,96237.8706419078,Big Cajun II Power Plant
Logan,Arkansas,35.2149,-93.7166,84352.15311098078,River Valley power station
Dakota,Nebraska,42.3911,-96.5646,16746.600223805326,George Neal Station North
Owen,Indiana,39.3128,-86.8377,64154.55875793926,Merom Generating Station
Union,Louisiana,32.8318,-92.3748,161833.14649982908,John W. Turk Jr. Power Plant
Madison,North Carolina,35.858,-82.7058,111297.82488592273,James E. Rogers Energy Complex
Llano,Texas,30.7058,-98.6841,158861.14599162881,J. K. Spruce Station
Hubbard,Minnesota,47.1086,-94.9167,97286.33875579428,Boswell Energy Center
Fairfield,South Carolina,34.3951,-81.1212,78122.08505231356,Wateree Station
Fillmore,Minnesota,43.674,-92.0902,71558.35305094182,John Madgett Station
Gaines,Texas,32.7407,-102.6352,160321.5784655182,Tolk Station
Shelby,Illinois,39.3911,-88.8055,53675.85499352858,Archer Daniels Midland Decatur Power Plant
Morgan,Tennessee,36.135,-84.6492,28679.442744568856,Kingston Fossil Plant
Perry,Illinois,38.0837,-89.367,34124.64044852196,Prairie State Energy Campus
Clinton,Missouri,39.6018,-94.4046,52401.26139286608,Iatan Generating Station
Jackson,Wisconsin,44.3192,-90.8053,88287.08079253414,John Madgett Station
Pointe Coupee,Louisiana,30.7095,-91.6008,22224.190380916596,Big Cajun II Power Plant
Morgan,Missouri,38.4237,-92.886,127166.51756825531,Thomas Hill Energy Center
Bandera,Texas,29.7472,-99.2463,102048.09348917354,J. K. Spruce Station
Worth,Georgia,31.5515,-83.8509,167366.40504725545,Scherer Steam Generating Station
Sullivan,Indiana,39.0888,-87.4147,8631.063689926339,Merom Generating Station
Hutchinson,Texas,35.84,-101.3547,69757.31433717621,Harrington Station
Barnwell,South Carolina,33.2661,-81.4349,39072.969868992695,Cope Station
Dodge,Minnesota,44.0226,-92.8621,82238.80307212737,John Madgett Station
Carroll,Iowa,42.0362,-94.8605,119725.71967265676,North Omaha Station
Ogemaw,Michigan,44.335,-84.1264,80352.26271416515,Karn Generating Plant
Buena Vista,Iowa,42.7355,-95.1511,110702.76802876558,George Neal Station South
Washington,Nebraska,41.5311,-96.222,23109.989610905788,Lon Wright Power Plant
Conway,Arkansas,35.2624,-92.7014,106324.7012354247,White Bluff Generating Plant
Jones,Iowa,42.1212,-91.1315,46398.608440791315,Prairie Creek Generating Station
Meriwether,Georgia,33.0405,-84.6883,52367.88675298896,Wansley Plant
Lincoln,West Virginia,38.1753,-82.0704,39472.088479967315,Amos Plant
Buchanan,Virginia,37.2666,-82.036,47087.46177136884,Virginia City Hybrid Energy Center
Allen,Kentucky,36.7513,-86.1904,51913.79101921781,Gallatin Fossil Plant
Buchanan,Iowa,42.4708,-91.8379,60819.621551560835,Prairie Creek Generating Station
Woodward,Oklahoma,36.4227,-99.2651,198419.89192467034,Sooner Generating Station
Jay,Indiana,40.438,-85.0057,71221.76764562025,Whitewater Valley Generating Station
Colorado,Texas,29.6208,-96.5263,39314.37588181949,Fayette Power Project
Kewaunee,Wisconsin,44.5161,-87.6153,89180.15446405114,Edgewater Generating Station
Greene,North Carolina,35.485,-77.6758,159397.35865453098,Mayo Generating Plant
Crisp,Georgia,31.9229,-83.7681,126186.09045017879,Scherer Steam Generating Station
Uinta,Wyoming,41.2876,-110.5476,52505.283536409734,Naughton Power Plant
Adams,Wisconsin,43.9696,-89.7704,60667.0780892583,Columbia Energy Center
Yell,Arkansas,35.0025,-93.411,114237.43296759119,River Valley power station
Henry,Iowa,40.988,-91.5445,52701.79458997554,Louisa Generating Station
Clay,Kentucky,37.1597,-83.7146,80077.10601546166,Cooper power station
Willacy,Texas,26.4693,-97.6622,252512.92533388053,Coleto Creek power station
Fulton,Indiana,41.047,-86.2635,66544.99488224315,Schahfer Generating Station
St. James,Louisiana,30.027,-90.7931,95462.92841424071,Big Cajun II Power Plant
Greene,Virginia,38.2976,-78.4669,121889.16341152338,Mount Storm power station
Calhoun,Texas,28.5067,-96.602,64101.41604875372,Coleto Creek power station
Adams,Washington,46.9834,-118.5606,328510.21086611855,Centralia Power Plant
Hempstead,Arkansas,33.7354,-93.6684,16239.465432358818,John W. Turk Jr. Power Plant
Breckinridge,Kentucky,37.7734,-86.4293,55187.469259785925,Mill Creek Station
Carroll,Indiana,40.5828,-86.5635,80322.68491827602,Schahfer Generating Station
Lavaca,Texas,29.3843,-96.9302,61490.74759641434,Fayette Power Project
Bourbon,Kentucky,38.2067,-84.2171,63700.38853376729,E.W. Brown Generating Station
Dukes,Massachusetts,41.3961,-70.6501,189231.72029941494,Schiller Station
Labette,Kansas,37.1913,-95.2976,92160.58484851012,Northeastern Station
Carbon,Utah,39.6481,-110.5887,51712.051837633546,Huntington Power Plant
Monroe,Alabama,31.5709,-87.3654,87564.63073656576,Barry Steam Plant
Richland,Louisiana,32.4178,-91.7635,144796.0667018064,Brame Energy power station
Winneshiek,Iowa,43.2907,-91.8437,55211.71470446176,Lansing power station
Dodge,Georgia,32.1722,-83.1684,115286.77263028092,Scherer Steam Generating Station
Lincoln,New Mexico,33.7453,-105.4593,271508.85008885077,Tolk Station
Martin,Minnesota,43.6744,-94.5511,196517.75225401472,Sherburne County Plant
Washington,Georgia,32.9695,-82.7959,94999.22435028927,Scherer Steam Generating Station
Tyler,Texas,30.7712,-94.3766,117516.62609043029,Roy S. Nelson Generating Plant
Franklin,Louisiana,32.1333,-91.6738,128291.7652509383,Brame Energy power station
Taylor,Wisconsin,45.2116,-90.5012,77738.22181836858,Weston Power Plant
Spencer,Indiana,38.0141,-87.0077,10145.147739521699,Rockport Plant
Davison,South Dakota,43.6747,-98.146,207737.4644326347,George Neal Station North
DeKalb,Tennessee,35.9799,-85.8328,63233.47344134128,Gallatin Fossil Plant
Montague,Texas,33.6757,-97.7246,225610.43033207764,Hugo Plant
Adair,Oklahoma,35.8839,-94.6587,43045.67271563857,Flint Creek Power Plant
DeWitt,Texas,29.0821,-97.3567,43217.04234153166,Coleto Creek power station
Vernon,Missouri,37.8506,-94.3424,61289.767661595935,La Cygne Generating Station
Wayne,Mississippi,31.6408,-88.6958,96028.03169655369,Barry Steam Plant
Smith,Tennessee,36.2505,-85.9567,40540.840172974735,Gallatin Fossil Plant
Orange,Indiana,38.5418,-86.495,66097.35283396808,Petersburg Generating Station
Wayne,Kentucky,36.8013,-84.8286,30318.682562295897,Cooper power station
Jones,Texas,32.7399,-99.8788,297053.7727794131,Tolk Station
Gonzales,Texas,29.4567,-97.4925,82114.00821737525,J. K. Spruce Station
Douglas,Illinois,39.7694,-88.2174,58740.980788776156,Archer Daniels Midland Decatur Power Plant
Morgan,Georgia,33.5909,-83.4923,65734.58879368614,Scherer Steam Generating Station
Lincoln,Montana,48.5425,-115.4051,593767.3480073838,Centralia Power Plant
Duchesne,Utah,40.2982,-110.4252,99869.1740812131,Bonanza Power Plant
Pierce,Georgia,31.3588,-82.2128,121699.89966265032,Northside Generating Station
Plumas,California,40.0046,-120.8385,327522.20096227113,North Valmy Station
Holmes,Florida,30.8679,-85.814,210304.50054687678,Barry Steam Plant
Union,Tennessee,36.2879,-83.8375,41237.737043069785,Bull Run Fossil Plant
East Feliciana,Louisiana,30.8451,-91.0455,33639.906874911954,Big Cajun II Power Plant
Fayette,Iowa,42.8626,-91.8443,76324.13788841499,Lansing power station
